chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,4,Part 4—Regulation of Combination Products,Regulation of Combination Products,B,Subpart B—Postmarketing Safety Reporting for Combination Products,Postmarketing Safety Reporting for Combination Products,4.104,§ 4.104 How and where must you submit postmarketing safety reports for your combination product or constituent part?,§ 4.104,How and where must you submit postmarketing safety reports for your combination product or constituent part?,21 CFR 4.104,FALSE,1,2017-01-27T00:00:00-0500,1371,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,4,Part 4—Regulation of Combination Products,Regulation of Combination Products,B,Subpart B—Postmarketing Safety Reporting for Combination Products,Postmarketing Safety Reporting for Combination Products,4.105,§ 4.105 What are the postmarketing safety reporting recordkeeping requirements for your combination product or constituent part?,§ 4.105,What are the postmarketing safety reporting recordkeeping requirements for your combination product or constituent part?,21 CFR 4.105,FALSE,1,2017-01-27T00:00:00-0500,945,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,5,Part 5—Organization,Organization,M,Subpart M—Organization,Organization,5.11,§ 5.1100 Headquarters.,§ 5.1100,Headquarters.,21 CFR 5.1100,FALSE,1,2023-03-31T21:40:18-0400,65813,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,5,Part 5—Organization,Organization,M,Subpart M—Organization,Organization,5.1105,"§ 5.1105 Chief Counsel, Food and Drug Administration.",§ 5.1105,"Chief Counsel, Food and Drug Administration.",21 CFR 5.1105,FALSE,1,2022-06-13T21:50:06-0400,798,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,5,Part 5—Organization,Organization,M,Subpart M—Organization,Organization,5.111,§ 5.1110 FDA public information offices.,§ 5.1110,FDA public information offices.,21 CFR 5.1110,FALSE,1,2023-07-17T19:50:07-0400,996,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,A,Subpart A—General Provisions,General Provisions,7.1,§ 7.1 Scope.,§ 7.1,Scope.,21 CFR 7.1,FALSE,1,2017-01-05T00:00:00-0500,1009,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,A,Subpart A—General Provisions,General Provisions,7.3,§ 7.3 Definitions.,§ 7.3,Definitions.,21 CFR 7.3,FALSE,1,2017-01-05T00:00:00-0500,4104,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,A,Subpart A—General Provisions,General Provisions,7.12,§ 7.12 Guaranty.,§ 7.12,Guaranty.,21 CFR 7.12,FALSE,1,2017-01-05T00:00:00-0500,408,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,A,Subpart A—General Provisions,General Provisions,7.13,§ 7.13 Suggested forms of guaranty.,§ 7.13,Suggested forms of guaranty.,21 CFR 7.13,FALSE,1,2017-01-05T00:00:00-0500,4558,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.4,§ 7.40 Recall policy.,§ 7.40,Recall policy.,21 CFR 7.40,FALSE,1,2017-01-05T00:00:00-0500,2125,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.41,§ 7.41 Health hazard evaluation and recall classification.,§ 7.41,Health hazard evaluation and recall classification.,21 CFR 7.41,FALSE,1,2017-01-05T00:00:00-0500,1803,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.42,§ 7.42 Recall strategy.,§ 7.42,Recall strategy.,21 CFR 7.42,FALSE,1,2023-07-17T19:50:07-0400,4409,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.45,§ 7.45 Food and Drug Administration-requested recall.,§ 7.45,Food and Drug Administration-requested recall.,21 CFR 7.45,FALSE,1,2017-01-05T00:00:00-0500,1771,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.46,§ 7.46 Firm-initiated recall.,§ 7.46,Firm-initiated recall.,21 CFR 7.46,FALSE,1,2017-01-05T00:00:00-0500,3010,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.49,§ 7.49 Recall communications.,§ 7.49,Recall communications.,21 CFR 7.49,FALSE,1,2017-01-05T00:00:00-0500,2988,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.5,§ 7.50 Public notification of recall.,§ 7.50,Public notification of recall.,21 CFR 7.50,FALSE,1,2017-01-05T00:00:00-0500,1318,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.53,§ 7.53 Recall status reports.,§ 7.53,Recall status reports.,21 CFR 7.53,FALSE,1,2022-11-16T21:00:24-0500,1573,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.55,§ 7.55 Termination of a recall.,§ 7.55,Termination of a recall.,21 CFR 7.55,FALSE,1,2022-10-31T21:50:06-0400,1200,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,C,"Subpart C—Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities","Recalls (Including Product Corrections)—Guidance on Policy, Procedures, and Industry Responsibilities",7.59,§ 7.59 General industry guidance.,§ 7.59,General industry guidance.,21 CFR 7.59,FALSE,1,2017-01-05T00:00:00-0500,1280,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,E,Subpart E—Criminal Violations,Criminal Violations,7.84,§ 7.84 Opportunity for presentation of views before report of criminal violation.,§ 7.84,Opportunity for presentation of views before report of criminal violation.,21 CFR 7.84,FALSE,1,2023-03-31T21:40:18-0400,3923,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,E,Subpart E—Criminal Violations,Criminal Violations,7.85,§ 7.85 Conduct of a presentation of views before report of criminal violation.,§ 7.85,Conduct of a presentation of views before report of criminal violation.,21 CFR 7.85,FALSE,1,2017-01-05T00:00:00-0500,4320,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,7,Part 7—Enforcement Policy,Enforcement Policy,E,Subpart E—Criminal Violations,Criminal Violations,7.87,§ 7.87 Records related to opportunities for presentation of views conducted before report of criminal violation.,§ 7.87,Records related to opportunities for presentation of views conducted before report of criminal violation.,21 CFR 7.87,FALSE,1,2017-01-05T00:00:00-0500,2868,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,A,Subpart A—General Provisions,General Provisions,10.1,§ 10.1 Scope.,§ 10.1,Scope.,21 CFR 10.1,FALSE,1,2017-01-05T00:00:00-0500,1283,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,A,Subpart A—General Provisions,General Provisions,10.3,§ 10.3 Definitions.,§ 10.3,Definitions.,21 CFR 10.3,FALSE,1,2023-07-17T19:50:07-0400,6732,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,A,Subpart A—General Provisions,General Provisions,10.1,§ 10.10 Summaries of administrative practices and procedures.,§ 10.10,Summaries of administrative practices and procedures.,21 CFR 10.10,FALSE,1,2017-01-05T00:00:00-0500,470,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,A,Subpart A—General Provisions,General Provisions,10.19,"§ 10.19 Waiver, suspension, or modification of procedural requirements.",§ 10.19,"Waiver, suspension, or modification of procedural requirements.",21 CFR 10.19,FALSE,1,2017-01-05T00:00:00-0500,679,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.2,§ 10.20 Submission of documents to Dockets Management Staff; computation of time; availability for public disclosure.,§ 10.20,Submission of documents to Dockets Management Staff; computation of time; availability for public disclosure.,21 CFR 10.20,FALSE,1,2023-07-17T19:50:07-0400,9675,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.25,§ 10.25 Initiation of administrative proceedings.,§ 10.25,Initiation of administrative proceedings.,21 CFR 10.25,FALSE,1,2022-01-21T01:10:07-0500,2309,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.3,§ 10.30 Citizen petition.,§ 10.30,Citizen petition.,21 CFR 10.30,FALSE,1,2023-07-17T19:50:07-0400,12638,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.31,"§ 10.31 Citizen petitions and petitions for stay of action related to abbreviated new drug applications, certain new drug applications, or certain biologics license applications.",§ 10.31,"Citizen petitions and petitions for stay of action related to abbreviated new drug applications, certain new drug applications, or certain biologics license applications.",21 CFR 10.31,FALSE,1,2023-07-17T19:50:07-0400,2762,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.33,§ 10.33 Administrative reconsideration of action.,§ 10.33,Administrative reconsideration of action.,21 CFR 10.33,FALSE,1,2023-07-17T19:50:07-0400,6858,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.35,§ 10.35 Administrative stay of action.,§ 10.35,Administrative stay of action.,21 CFR 10.35,FALSE,1,2023-07-17T19:50:07-0400,6657,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.4,§ 10.40 Promulgation of regulations for the efficient enforcement of the law.,§ 10.40,Promulgation of regulations for the efficient enforcement of the law.,21 CFR 10.40,FALSE,1,2023-07-17T19:50:07-0400,13145,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.45,§ 10.45 Court review of final administrative action; exhaustion of administrative remedies.,§ 10.45,Court review of final administrative action; exhaustion of administrative remedies.,21 CFR 10.45,FALSE,1,2017-01-05T00:00:00-0500,10031,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.5,§ 10.50 Promulgation of regulations and orders after an opportunity for a formal evidentiary public hearing.,§ 10.50,Promulgation of regulations and orders after an opportunity for a formal evidentiary public hearing.,21 CFR 10.50,FALSE,1,2017-01-05T00:00:00-0500,3475,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.55,§ 10.55 Separation of functions; ex parte communications.,§ 10.55,Separation of functions; ex parte communications.,21 CFR 10.55,FALSE,1,2023-07-17T19:50:07-0400,6929,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.6,§ 10.60 Referral by court.,§ 10.60,Referral by court.,21 CFR 10.60,FALSE,1,2017-01-05T00:00:00-0500,1293,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.65,§ 10.65 Meetings and correspondence.,§ 10.65,Meetings and correspondence.,21 CFR 10.65,FALSE,1,2017-01-05T00:00:00-0500,4450,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.7,§ 10.70 Documentation of significant decisions in administrative file.,§ 10.70,Documentation of significant decisions in administrative file.,21 CFR 10.70,FALSE,1,2017-01-05T00:00:00-0500,2899,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.75,§ 10.75 Internal agency review of decisions.,§ 10.75,Internal agency review of decisions.,21 CFR 10.75,FALSE,1,2019-08-09T20:30:11-0400,2970,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.8,§ 10.80 Dissemination of draft Federal Register notices and regulations.,§ 10.80,Dissemination of draft Federal Register notices and regulations.,21 CFR 10.80,FALSE,1,2023-07-17T19:50:07-0400,5628,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.85,§ 10.85 Advisory opinions.,§ 10.85,Advisory opinions.,21 CFR 10.85,FALSE,1,2023-07-17T19:50:07-0400,6788,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.9,"§ 10.90 Food and Drug Administration regulations, recommendations, and agreements.",§ 10.90,"Food and Drug Administration regulations, recommendations, and agreements.",21 CFR 10.90,FALSE,1,2023-07-17T19:50:07-0400,2335,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.95,§ 10.95 Participation in outside standard-setting activities.,§ 10.95,Participation in outside standard-setting activities.,21 CFR 10.95,FALSE,1,2023-03-31T21:40:18-0400,9901,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.1,§ 10.100 Public calendar.,§ 10.100,Public calendar.,21 CFR 10.100,FALSE,1,2023-07-17T19:50:07-0400,2394,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.105,§ 10.105 Representation by an organization.,§ 10.105,Representation by an organization.,21 CFR 10.105,FALSE,1,2023-07-17T19:50:07-0400,1895,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.11,§ 10.110 Settlement proposals.,§ 10.110,Settlement proposals.,21 CFR 10.110,FALSE,1,2017-01-05T00:00:00-0500,750,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,B,Subpart B—General Administrative Procedures,General Administrative Procedures,10.115,§ 10.115 Good guidance practices.,§ 10.115,Good guidance practices.,21 CFR 10.115,FALSE,1,2023-07-17T19:50:07-0400,13911,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,C,Subpart C—Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,10.2,§ 10.200 Scope.,§ 10.200,Scope.,21 CFR 10.200,FALSE,1,2017-01-05T00:00:00-0500,608,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,C,Subpart C—Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,10.203,§ 10.203 Definitions.,§ 10.203,Definitions.,21 CFR 10.203,FALSE,1,2017-01-05T00:00:00-0500,1339,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,C,Subpart C—Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,10.204,§ 10.204 General.,§ 10.204,General.,21 CFR 10.204,FALSE,1,2017-01-05T00:00:00-0500,6719,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,C,Subpart C—Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,10.205,§ 10.205 Electronic media coverage of public administrative proceedings.,§ 10.205,Electronic media coverage of public administrative proceedings.,21 CFR 10.205,FALSE,1,2017-01-05T00:00:00-0500,972,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,10,Part 10—Administrative Practices and Procedures,Administrative Practices and Procedures,C,Subpart C—Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,Electronic Media Coverage of Public Administrative Proceedings; Guideline on Policy and Procedures,10.206,§ 10.206 Procedures for electronic media coverage of agency public administrative proceedings.,§ 10.206,Procedures for electronic media coverage of agency public administrative proceedings.,21 CFR 10.206,FALSE,1,2017-01-05T00:00:00-0500,7353,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,A,Subpart A—General Provisions,General Provisions,11.1,§ 11.1 Scope.,§ 11.1,Scope.,21 CFR 11.1,FALSE,1,2024-07-24T18:40:10-0400,5131,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,A,Subpart A—General Provisions,General Provisions,11.2,§ 11.2 Implementation.,§ 11.2,Implementation.,21 CFR 11.2,FALSE,1,2017-01-05T00:00:00-0500,1691,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,A,Subpart A—General Provisions,General Provisions,11.3,§ 11.3 Definitions.,§ 11.3,Definitions.,21 CFR 11.3,FALSE,1,2017-01-05T00:00:00-0500,2431,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,B,Subpart B—Electronic Records,Electronic Records,11.1,§ 11.10 Controls for closed systems.,§ 11.10,Controls for closed systems.,21 CFR 11.10,FALSE,1,2017-01-05T00:00:00-0500,3042,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,B,Subpart B—Electronic Records,Electronic Records,11.3,§ 11.30 Controls for open systems.,§ 11.30,Controls for open systems.,21 CFR 11.30,FALSE,1,2017-01-05T00:00:00-0500,834,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,B,Subpart B—Electronic Records,Electronic Records,11.5,§ 11.50 Signature manifestations.,§ 11.50,Signature manifestations.,21 CFR 11.50,FALSE,1,2017-01-05T00:00:00-0500,865,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,B,Subpart B—Electronic Records,Electronic Records,11.7,§ 11.70 Signature/record linking.,§ 11.70,Signature/record linking.,21 CFR 11.70,FALSE,1,2017-01-05T00:00:00-0500,506,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,C,Subpart C—Electronic Signatures,Electronic Signatures,11.1,§ 11.100 General requirements.,§ 11.100,General requirements.,21 CFR 11.100,FALSE,1,2023-03-03T20:40:15-0500,1454,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,C,Subpart C—Electronic Signatures,Electronic Signatures,11.2,§ 11.200 Electronic signature components and controls.,§ 11.200,Electronic signature components and controls.,21 CFR 11.200,FALSE,1,2017-01-05T00:00:00-0500,1432,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,11,Part 11—Electronic Records; Electronic Signatures,Electronic Records; Electronic Signatures,C,Subpart C—Electronic Signatures,Electronic Signatures,11.3,§ 11.300 Controls for identification codes/passwords.,§ 11.300,Controls for identification codes/passwords.,21 CFR 11.300,FALSE,1,2017-01-05T00:00:00-0500,1648,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,12,Part 12—Formal Evidentiary Public Hearing,Formal Evidentiary Public Hearing,A,Subpart A—General Provisions,General Provisions,12.1,§ 12.1 Scope.,§ 12.1,Scope.,21 CFR 12.1,FALSE,1,2023-03-31T21:40:18-0400,504,
